"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90"
"alp1",-0.765527680355388,6.13761716091374,-1.05601071692202,-1.22539395370325,2.01930265325117,-0.475589917975303,-1.28955939920467,0.786779956048557,1.03056353832133,-1.11933024368123,-1.57069388561456,0.388724459403741,1.09079090295498,-0.0477752809576281,-1.68044117784746,-0.266036241001218,2.34195195781159,-0.681035051483761,-0.272179517518476,1.31602182103278,-0.498434101571804,0.221607978891079,-0.899857770267643,0.932757697117396,0.714764694722322,-0.46936781751573,0.372765794620403,0.038353083250059,0.387653767651895,-0.440783257794918,0.41143278441778,-0.574323667997784,-0.456821375803672,-0.498711825409533,-0.936492847605179,0.510835781882566,1.19956050454086,0.168925984629304,1.00985419954714,-0.384298689555313,-0.123286349712093,0.141920912754777,-0.275855551014709,1.51015682437522,-0.1975111479813,0.25244174626697,-0.781852520044159,-0.455099871959892,0.590284688973275,0.453170204984624,-0.226956763958327,-0.530144316583747,-0.729621480973456,0.452782280963235,0.0563464483454436,0.619516330936148,0.279169531943389,0.174177751440767,0.354593990349336,-0.691466099535156,-0.821381817814684,-0.443351608151,-0.349505702210323,-0.255333035109034,0.456447464707707,-0.465807436323825,-0.494297296838548,-0.0505810881702649,-0.219490805170876,-0.127160156713191,0.337530888057559,0.398195060967552,-0.10212220383304,0.0807075607648175,-0.312277719125648,0.142649381063618,0.27358249189369,0.00557133844340645,0.333327005344366,-0.0478659734555493,0.439192223785364,0.062584887593968,0.0984031943757736,-0.0803657866708885,-0.00614344224065958,-0.0360920892779406,-0.13837410698253,-0.0269278640559689,0.0633848238142485,-0.103560412041062
"alp2",0.239501225677294,6.63383357912083,3.14857659668286,-0.786397516877645,0.590767926375474,1.73648793598027,-0.434141614207501,0.229860224071279,-1.13004420241917,0.0977078648248105,0.68491437743476,2.05026704973961,0.665151974000213,1.11311960090448,-0.169865877078932,0.128927823032766,0.552100902297449,1.43816216429215,0.91144228465025,0.313686583580814,-0.488235991521111,-0.779391607868041,-0.696379429206721,-0.295639968306283,-0.523444369675507,0.622203903128185,0.850376119498905,-0.151628222335695,0.346188384991203,0.707106426691354,0.374536512278971,0.640614404133643,0.313801028970096,0.245978566759886,0.201544711978815,-0.290634915247821,0.627116084803285,0.509788159306153,-1.02609203358544,0.999115316420863,0.16427587322509,-0.142389990584686,-0.5044310417042,0.153536827366708,0.537267137959951,0.319775128516272,-0.0472568508213733,0.822259558766902,0.105107270555382,-0.549820973522386,0.298565200490552,0.285166585809562,-0.197813039956117,-0.747431055782364,-0.860384844619769,0.329704477871495,-0.209955800895372,0.54180967006385,0.208600351102779,0.137701583729462,0.135525189626428,-0.285599898942429,0.186593591660281,0.518669269900234,-0.431565215660149,-0.474731366211312,0.0673340454038357,-0.0206532222539257,0.344538550748779,0.410387306891778,-0.360934159095102,0.327783485675327,-0.372958503679506,-0.317506623927165,-0.449277337058955,-0.18829541648864,0.102123965368681,0.127369945631055,0.243436905919965,-0.0462584796735935,0.0381510339219563,-0.268988408490408,0.30113020155258,-0.405879420667981,-0.205462511218913,-0.321395524485372,0.0209465581006576,0.21287659876611,0.319500123585044,0.050027490553902
"alp3",-0.670174173112011,7.30390493355021,-1.47497398584315,-0.207016382260648,-0.271613169398179,1.53344012529304,-0.600173631740924,0.431115342590349,-0.928305830079617,-0.153115318538882,1.16002727624203,1.07986385678816,-0.0222815279452999,0.329666948239938,-1.66178810594261,0.220494807292118,-0.188564063985887,-0.796670825090409,-0.594254531753385,-0.483719243466234,-0.712452901331533,-0.95457382910064,0.669410973876813,0.697020495632646,0.22076972263716,0.389224991809004,-1.85294154110403,-0.130943110474847,1.28959092834717,-0.171863784233275,-0.2529998591285,-0.593608014386602,1.11688394238568,0.921363503921609,-0.193220331849398,-0.583009347610829,-0.919560795423605,0.725632170124321,0.0697941359573361,0.332789200535557,1.10869597754082,1.42721858499955,0.21162941143473,0.168961496227035,-0.715097041242995,-0.337194936050097,-0.403880486626608,-0.678738266346791,-0.269785398341058,-0.158992877126142,-0.370362094309064,-0.437988923816363,-0.497453989137811,0.373999353798322,-0.215811248342185,-0.164627888845225,0.548515871471203,0.395999145958573,-0.330390974734885,-0.157724814807208,-0.439205903840559,0.0409058324812765,-0.0869278653360449,-0.45049729977118,-1.06886741352739,-0.513653125332718,0.104067342045955,-0.312288478209746,0.126497405518916,0.354928292858417,0.380194321843294,-0.245421507169206,0.266636165180339,0.821512209931313,0.209264443557239,0.0456048936661905,0.19593073421752,-0.0636772759530271,-0.29286569323717,0.587224365439371,0.0928855718005553,-0.0586056194700574,0.136997674580522,-0.0029654898155687,0.333462103213036,0.111424369480944,0.0770642140669582,0.0630965117280912,-0.0593681992605266,0.0417487825215182
"alp4",-0.604605561020406,7.46183652920887,2.3626130702491,1.31623062719368,0.568628197331421,-1.46646225650595,-0.83188375480064,-0.944142940359338,2.40185846334789,-0.137027058804578,1.67399495372009,0.299859901404283,-0.451578035926657,-0.877490469641952,0.257796744375449,0.529934495649118,1.25636612707564,-0.157323568025181,0.0947689569468988,1.52436049005209,-0.205444790756783,-1.31524346305134,-0.0947463858010289,0.582297304766732,-0.186745656419962,-0.0737027027457685,0.708949735024914,0.891826989887927,-0.418538887880594,0.53788833957361,-0.299528914783198,-1.09206666367618,-0.513021582339152,-0.552113242101973,0.828963488216881,2.23794629315996,-0.436596442081515,-0.480319241738053,0.281796587666763,0.362852657403714,-0.193214028520379,0.0747319651376292,0.546069919996838,-0.649968268413651,0.574603959685007,-0.6491604981982,-0.703113867282965,-0.0468900451627629,0.380680379001919,0.28762988225253,-0.438250173912855,-0.150593571120159,0.530150222259672,-0.26391098613164,-0.138113889786112,-0.116957458739607,0.220367550795671,-0.355393443944862,-0.578424314493271,-0.0703214603955864,-0.0537896891508924,0.545015735357225,0.166056069643338,0.229881449346558,-0.521234461772,-0.136601450060814,-0.217000516423179,-0.0379601836970046,-0.125816935062449,0.522539734705554,0.111187606088121,0.0183162335375798,0.123943147566649,-0.268024157618841,0.36849125906752,0.240581193242002,0.26451627738155,-0.403973585112032,0.254978697512998,0.22325540873468,-0.314166446367024,-0.268417331793457,0.0766079687676989,0.0249682413435372,-0.242565379486861,0.472840001019689,-0.0347308735486286,-0.0518164078264467,0.189096990150326,-0.00645622638527116
"alp5",-1.06780714599529,7.40803638633747,0.420713292029566,-1.02812845211579,-0.979490466553249,0.543342216741489,-0.126633126782538,-0.165926388280911,-1.50974286257165,-1.05116455219171,0.424480224835056,-0.379278180317829,0.849409384922291,-1.72310408469584,0.235538405481939,-0.0721849850551935,0.720578553066261,-0.569226988563469,-1.01041227462355,0.0379839981710616,0.284936249322679,-0.032114471196303,0.831988664081839,0.980654357342208,0.576784826920858,-0.0157151830451774,-0.546565119375902,0.74819308565956,-0.0435627506400797,0.178226969956601,0.0621654831414904,-0.0250314348818615,1.25502208873029,-0.715399296327257,1.16688153558786,1.2724851365595,-0.716265551912131,-0.649769582062357,0.0292946935331041,-0.198431983031975,-0.39747583478871,-0.19864401938271,-0.428365728130912,0.594915399965107,0.820251681052771,1.60718778414558,0.563786849719841,0.109106335161515,-0.4194830909157,0.7895694830948,-0.631676741128418,0.359649993369987,-0.228411191061497,0.387026062040032,0.372683900692897,-0.0619343467008046,-0.55456636872122,1.06666817481098,-0.12718084303161,0.576558997958552,0.199830312239653,0.738760990776057,0.661805732533353,-0.797487754273848,0.469999507612602,0.129378819196987,-0.238120766491649,-0.652468748778944,0.556815549331417,0.166579782030253,-0.561128236315042,0.303598257181906,-0.236811492590794,0.0124208535442714,0.0660753159639759,-0.248665318653578,0.203752596010489,0.16432122005705,-0.173991462709032,0.155638345394631,0.177617990531862,0.105361052200324,-0.0456092748558681,0.280044348213667,0.147598148432941,-0.0898270081726003,-0.00035550436759979,-0.300295715472812,0.0532249709771738,-0.146988122841003
"alp6",-0.189974268272527,7.25654222189875,0.841107072731853,-1.18089253688694,-0.252273654600725,-0.509014393296155,-0.398733843125789,1.08000303977383,-0.554250107190715,-0.0322370408623985,0.0858068771213308,0.00886621176266416,-1.62146727464177,0.392840430641882,-0.572974643358902,-0.938567912043136,0.636252266570218,0.374662418904235,2.37541456106283,-0.0817761184506206,-0.227899166270058,-0.0753559234581429,-1.20185892881683,-1.1422289584992,-1.18522848530632,0.327569780750214,-0.246111554980091,0.473997293766896,1.35987849858314,-0.95168692043888,-0.817871875692429,0.609470506596702,1.06853152234166,-0.55001277949108,0.140662565241165,0.00262272675999485,0.0436448683948259,-0.920629308087734,1.63211867671165,0.761576778798548,-0.158290341966674,0.845825095479024,-0.28450746342193,-0.0857285171794704,0.211540129738707,0.712238786382434,-0.621697547356369,-0.721128946948226,-0.235007969529702,-1.02457519304383,0.460160591280825,-0.123971742009647,0.1766161336466,-0.0204439241513831,0.25977927812115,-0.0568068487043929,-0.0460637122066632,0.271898544710296,-0.628279954915425,-0.210802009556435,0.412087754610134,-0.406434401573419,0.202980429558835,0.607080277437845,0.339233216330247,-0.203807247027598,0.140446802042976,0.886514783105322,0.353612109198951,0.257249073437358,-0.0466945105791502,0.00814742054636724,0.173850420602243,-0.261064566151781,0.0610455974153389,-0.221250895504705,-0.287282601968015,0.149279727125895,-0.154967249650661,-0.0270940234751418,0.549956872944679,-0.0841962008707174,-0.463937326653045,-0.0507264475603445,0.336811783272357,0.0936717760144392,0.0632101684964066,0.190519924055638,-0.0795578976451004,-0.0756692245075327
"alp7",-1.0643288807686,7.7597825225039,2.05366176426275,1.15920167545036,-0.495590739680861,-0.958641191847807,0.718116498364674,-1.19903395069533,1.09712738666496,1.45279897052801,-0.384188255527051,0.0521081074421829,1.32050337113024,0.497929878181462,1.0328017802216,-0.539529134846669,-0.553543452920191,-0.204476715752396,0.342139746501685,-1.81405495672175,0.237835566627325,-1.96167487370496,-0.217418103086589,0.614767762222316,-0.743102291428076,-0.171799753109826,0.408268878689049,-0.182413259262194,-0.0784383826845911,-0.156023806692988,-1.09654857508497,0.107459497648041,0.329380022992601,-0.00268021008316179,-0.464793933116763,-0.119260835311475,0.637034842366641,-0.582049580825181,0.298264182142383,1.03961945604297,-0.0925840445670059,0.345925072788177,-0.116859332552818,0.0654968249204319,-0.0214974534597595,0.0681464305290773,0.424463824365469,-0.0680092421798621,-1.03182290280926,0.279005658497859,-0.249817766908657,-0.0231559178663705,-0.484362153106249,-0.17822177963064,0.0341332852230129,-0.0328861295099995,0.0459859992010743,0.141593026096437,0.407834158119541,-0.136294696435034,0.354769106693224,0.491104238263644,0.0567970329786121,-0.066155641479393,0.0147031920421638,1.13105400161246,-0.140271534993257,0.622120441226951,-0.036271029131747,-0.917348187810542,0.319929179273534,0.0493537927978045,0.273384537826752,0.544682495861327,0.00694043009205657,-0.256033872206842,0.291314132881574,0.122852804556583,-0.127014075430416,-0.228331072062798,-0.0610940568309298,0.0677186010991736,-0.0151204196997241,0.0291217703717229,-0.080026543115505,0.260817741769021,-0.334040155327441,0.105682788033318,0.232948804207686,-0.478208256779464
"alp8",-0.46754550612548,6.54307054491682,1.06456934666675,-0.215446800507977,2.38185083419994,0.41878275415487,-0.857812922158012,-0.0720735593846812,-1.35858083919263,0.12194125561439,-0.125178283999175,0.680982999593346,-0.734791437111477,-1.10563526168575,1.5079948056501,0.0720528980098075,-1.01190384959448,0.061358781009371,0.200491915658161,-0.656829933881321,-0.379729185637062,-0.117747158997072,1.58619617923443,-0.132564680587219,0.396913616988024,0.17633297735615,-0.655765152022762,-0.538882571615154,-0.715817256647848,-0.408693105754301,0.602587942927156,0.295087022538421,-0.175523612260288,-0.604343187547044,-0.967877347065423,-1.12491806502631,0.847814615481254,0.26062970979643,0.442579625789428,0.146912547947428,-0.0320883609253114,1.09181520900556,-0.831972695454094,-0.358708737963995,-0.621608943437435,-0.0468018013476689,0.811846060352784,-0.351681536336489,0.302199185679908,0.595149438774566,1.49216717041452,1.24408885476708,0.0892975988266985,0.680130425583395,0.736416814643231,0.335375689451995,0.696706122694346,-0.516164063717543,-0.354644770753634,0.247867282157235,0.22253114792284,0.549610328203952,-0.114499103257614,-0.0620618929795796,0.538709577598875,-0.176735865428991,0.30928170029289,-0.170800978185275,0.032568078436137,-0.438124593610884,-0.0450804983393634,-0.0319419050145558,0.00512878886003384,0.116992067708759,0.179516357678155,-0.089653180425349,0.00519292893028164,-0.198973455899169,0.16040507348186,0.158452247132304,-0.133692669186788,-0.106904603381772,-0.360887814369982,0.340010756067381,0.0616247909523672,-0.133597470872445,0.0140331776870538,0.191810437330579,-0.0573644920885985,-0.0673433953659263
"alp9",-0.321689058304676,7.35540009562104,-3.15582047105327,-0.146389288899739,1.13983169802421,-1.65355325235986,0.222174367578306,0.851810083576373,0.259690411184561,-0.32992877488576,0.271433560195107,0.609021395730681,-0.472280225859233,0.726348876946642,0.286072414958528,2.32845890932344,-1.07994790799718,1.09849710246727,0.569224506869162,1.02470826633848,-0.02245809609593,0.682900076264826,-1.0062357300868,0.443493946001864,-0.0770139624352774,-0.653554789577057,0.534474097266416,-1.38761266759739,0.47813181018771,0.289955412068047,0.290997240619691,0.459510870032166,0.295188934261428,0.822891695525273,-1.09502202046387,0.332146080940216,-0.840973715811172,-0.189080659531134,0.117874738348101,1.15032168631651,1.40939903323898,-0.539105557731051,-0.221943762968603,-0.163077254873574,-0.163094119945174,0.136119938018775,0.669161217139789,-0.182283253132499,0.31447861765482,0.439844395309998,-0.28749125192393,0.246915861374553,0.540665125715079,-0.338128857768498,-0.0799131324199162,-0.510576172391225,-0.521552727391502,0.314304741275691,0.721269610576767,-0.482406955056998,-0.05722584295426,-1.0081813190973,0.424428467091763,-0.221320991355035,0.411141855062355,0.0959694779930417,-0.402941684535748,0.176168341731654,-0.163055430683138,-0.219434791635425,-0.341513192037999,-0.122730650203342,0.149646133992777,-0.038212844468425,0.434272630719197,-0.409716595641648,0.219204092669131,0.0132717865187996,0.0575900348835931,-0.128576944718669,0.0152148225801948,-0.125327887312013,0.190228933740893,-0.0363091297234101,0.0277389602294305,-0.182362880188097,-0.143729325855441,0.1560191197366,-0.0956383452763833,-0.0213058624242441
"alp10",0.0887844714975462,7.35724223673043,2.13723503280052,1.17088808881258,1.09058261525165,0.200268413511249,0.675106045387133,-1.14139709521598,1.90189808142198,-0.5183270587768,-1.77647800957525,-0.587271700969865,-0.142714241336075,0.0145993895324483,-0.335804407195591,-0.0447903488451429,-0.516547964983737,-0.0358610598661337,0.373820772077403,0.807927121875903,-0.333185786956099,0.384944089905858,-0.152270349656203,0.369582725511542,1.60393619784179,0.187296990207949,0.371174590464966,0.47315698355424,0.562644382485374,-0.587995321001294,-0.479336729372089,0.134540223763513,-0.139129417082631,-0.784789154900857,0.302207368339791,-0.288338849610429,-0.509656159428052,0.828253386139494,-0.518259712321071,-0.568598135923745,0.743490516468982,0.196454104370307,0.112443280125747,0.10152174715049,0.209424207015796,-0.0430104397770898,0.988876433055568,-0.063467878065312,0.238510980764607,0.686227521240041,-0.50535270217575,-0.22707384316292,0.556978329372513,-0.469071150674732,0.201196147525748,0.260961615181593,0.0754513860892048,0.436992571021946,-0.61013650751262,-0.1332827886008,0.253965545036737,-0.0403167083453866,0.102591737968249,0.950278601885074,-0.21257569412539,-0.354036437811225,-0.482650700439155,0.192959046417757,0.960935175845761,-0.0247966374011887,0.213976479193554,0.296020148885332,0.517254878986064,0.0560046715724772,-0.316538896746413,-0.286159156649261,0.128706176680318,-0.0367441527982243,-0.355357836165508,0.461626475553222,-0.325959180104206,0.360654255952293,0.00233813491136161,-0.0569021847854928,0.216330671214052,-0.496223296605671,0.13665081384487,0.276211927162112,-0.0524982604120013,-0.11038744558976
